subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
WVS78,WVS7,W0 only,100,100,NA,NA,100,100,100,100,NA,100,100,33.3333333333333,NA,100,49,3,1,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Gunma,"20,000-100,000",2401,36-50 years,7.580797376115847,0.9282609031978588,0
WVS79,WVS7,W0 only,90.74074074074073,90.74074074074073,NA,NA,100,100,44.4444444444444,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,49,5,4,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"100,000-500,000",2401,36-50 years,13.521212877694081,0.6928403716352451,1
WVS80,WVS7,W0 only,NA,NA,NA,NA,NA,55.5555555555556,11.1111111111111,55.5555555555556,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,68,2,3,Male,Married,High school,Once a month,NA,NA,NA,NA,NA,NA,NA,Kansai,Mie,"100,000-500,000",4624,50+ years,2.5420080960133404,0.05648906880029646,0
WVS81,WVS7,W0 only,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,NA,NA,33.3333333333333,50,19,5,0,Male,Single,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"500,000 and more",361,18-35 years,14.002749630836599,0.6683130505626559,1
WVS82,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,0,NA,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,63,4,3,Female,Married,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"20,000-100,000",3969,50+ years,14.002749630836599,0.6683130505626559,1
WVS83,WVS7,W0 only,66.66666666666667,66.66666666666667,NA,NA,66.6666666666667,100,22.2222222222222,77.7777777777778,NA,100,100,0,NA,100,23,5,3,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",529,18-35 years,36.14853903095434,1.558985830598464,1
WVS84,WVS7,W0 only,79.62962962962963,79.62962962962963,NA,NA,66.6666666666667,100,77.7777777777778,100,NA,NA,NA,100,33.3333333333333,0,30,3,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"500,000 and more",900,18-35 years,6.721984934533568,0.4507839995545193,0
WVS85,WVS7,W0 only,NA,NA,NA,NA,100,100,NA,NA,NA,100,100,33.3333333333333,NA,100,43,2,0,Female,Single,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Shikoku,Tokushima,"100,000-500,000",1849,36-50 years,0.6948700523515097,0.13897401047030195,0
WVS86,WVS7,W0 only,59.25925925925927,59.25925925925927,NA,NA,66.6666666666667,66.6666666666667,44.4444444444444,44.4444444444444,NA,66.6666666666667,NA,0,33.3333333333333,100,78,2,2,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Iwate,"100,000-500,000",6084,50+ years,0,0,0
WVS87,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,44.4444444444444,44.4444444444444,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,56,5,1,Female,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Akita,"100,000-500,000",3136,50+ years,1.6675316987353854,0,0
WVS88,WVS7,W0 only,96.2962962962963,96.2962962962963,NA,NA,100,100,77.7777777777778,100,22.22222222222222,0,0,0,33.3333333333333,100,52,2,2,Female,Divorced,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Fukushima,"100,000-500,000",2704,50+ years,4.41861885975631,0,0
WVS89,WVS7,W0 only,77.77777777777777,77.77777777777777,NA,NA,100,33.3333333333333,66.6666666666667,66.6666666666667,NA,NA,100,33.3333333333333,33.3333333333333,100,61,4,1,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chugoku,Hiroshima,"100,000-500,000",3721,50+ years,5.8934843779802275,0.07143617427854822,0
WVS90,WVS7,W0 only,NA,NA,NA,NA,NA,100,66.6666666666667,100,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,39,4,2,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Chubu,Niigata,"500,000 and more",1521,36-50 years,3.7251189312361217,0,0
WVS91,WVS7,W0 only,53.70370370370371,53.70370370370371,NA,NA,66.6666666666667,55.5555555555556,22.2222222222222,44.4444444444444,NA,NA,100,66.6666666666667,NA,100,50,2,1,Female,Divorced,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Kyoto,"500,000 and more",2500,36-50 years,13.886265281194932,0.5042498565797043,1
WVS92,WVS7,W0 only,NA,NA,NA,NA,NA,100,11.1111111111111,11.1111111111111,NA,NA,NA,0,0,100,23,3,0,Female,Single,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Shikoku,Kochi,"5,000-20,000",529,18-35 years,10.700956000271862,0.43382254055156194,0
WVS93,WVS7,W0 only,59.25925925925927,59.25925925925927,NA,NA,66.6666666666667,77.7777777777778,0,77.7777777777778,50,66.6666666666667,0,66.6666666666667,33.3333333333333,100,61,2,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chugoku,Okayama,"100,000-500,000",3721,50+ years,1.3238496276275766,0,0
WVS94,WVS7,W0 only,75.92592592592592,75.92592592592592,NA,NA,66.6666666666667,100,100,55.5555555555556,75,66.6666666666667,100,66.6666666666667,33.3333333333333,100,22,3,0,Female,Single,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"20,000-100,000",484,18-35 years,6.721984934533568,0.4507839995545193,0
WVS95,WVS7,W0 only,74.07407407407408,74.07407407407408,NA,NA,66.6666666666667,100,44.4444444444444,100,72.22222222222223,100,100,0,33.3333333333333,100,42,5,3,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"100,000-500,000",1764,36-50 years,12.772181968094431,0.6953336888074332,1
WVS96,WVS7,W0 only,NA,NA,NA,NA,NA,22.2222222222222,44.4444444444444,100,NA,100,NA,66.6666666666667,33.3333333333333,100,45,5,3,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",2025,36-50 years,13.521212877694081,0.6928403716352451,1
WVS97,WVS7,W0 only,94.44444444444444,94.44444444444444,NA,NA,100,88.8888888888889,77.7777777777778,100,NA,66.6666666666667,100,NA,NA,100,52,3,3,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"500,000 and more",2704,50+ years,6.721984934533568,0.4507839995545193,0
WVS98,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,22.2222222222222,55.5555555555556,NA,NA,100,33.3333333333333,66.6666666666667,100,19,3,0,Male,Single,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Fukushima,"100,000-500,000",361,18-35 years,4.41861885975631,0,0
WVS99,WVS7,W0 only,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,NA,33.3333333333333,66.6666666666667,50,39,3,1,Female,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"20,000-100,000",1521,36-50 years,6.721984934533568,0.4507839995545193,0
WVS100,WVS7,W0 only,37.03703703703704,37.03703703703704,NA,NA,33.3333333333333,77.7777777777778,22.2222222222222,22.2222222222222,NA,100,100,33.3333333333333,NA,100,48,3,2,Female,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"20,000-100,000",2304,36-50 years,14.002749630836599,0.6683130505626559,1
WVS101,WVS7,W0 only,50,50,NA,NA,66.6666666666667,11.1111111111111,44.4444444444444,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,60,3,1,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kansai,Wakayama,"100,000-500,000",3600,50+ years,6.828646497229521,0.32517364272521526,0
WVS102,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,100,NA,NA,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,34,2,0,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"20,000-100,000",1156,18-35 years,13.288376142735677,0.612681277072854,1
WVS103,WVS7,W0 only,72.22222222222223,72.22222222222223,NA,NA,100,66.6666666666667,0,66.6666666666667,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,67,2,2,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"500,000 and more",4489,50+ years,1.981723009070236,0.027523930681531056,0
WVS104,WVS7,W0 only,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,33.3333333333333,33.3333333333333,50,64,4,NA,Female,NA,NA,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"20,000-100,000",4096,50+ years,6.721984934533568,0.4507839995545193,0
WVS105,WVS7,W0 only,66.66666666666667,66.66666666666667,NA,NA,33.3333333333333,100,100,100,NA,NA,NA,0,NA,50,42,5,2,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",1764,36-50 years,13.521212877694081,0.6928403716352451,1
WVS106,WVS7,W0 only,100,100,NA,NA,100,100,100,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,35,3,0,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",1225,18-35 years,13.521212877694081,0.6928403716352451,1
WVS107,WVS7,W0 only,NA,NA,NA,NA,NA,77.7777777777778,44.4444444444444,88.8888888888889,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,58,3,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",3364,50+ years,36.14853903095434,1.558985830598464,1
WVS108,WVS7,W0 only,57.40740740740741,57.40740740740741,NA,NA,66.6666666666667,77.7777777777778,22.2222222222222,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,37,5,3,Female,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"20,000-100,000",1369,36-50 years,14.002749630836599,0.6683130505626559,1
WVS109,WVS7,W0 only,79.62962962962963,79.62962962962963,NA,NA,66.6666666666667,100,77.7777777777778,100,NA,66.6666666666667,100,33.3333333333333,NA,100,60,2,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",3600,50+ years,13.521212877694081,0.6928403716352451,1
WVS110,WVS7,W0 only,55.55555555555556,55.55555555555556,NA,NA,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,66,1,2,Female,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"20,000-100,000",4356,50+ years,13.521212877694081,0.6928403716352451,1
WVS111,WVS7,W0 only,75.92592592592592,75.92592592592592,NA,NA,100,44.4444444444444,44.4444444444444,66.6666666666667,41.66666666666667,33.3333333333333,0,66.6666666666667,33.3333333333333,100,48,5,2,Female,Married,University-level education,Once a week or more,NA,NA,NA,NA,NA,NA,NA,Kansai,Kyoto,"500,000 and more",2304,36-50 years,13.886265281194932,0.5042498565797043,1
WVS112,WVS7,W0 only,64.81481481481481,64.81481481481481,NA,NA,66.6666666666667,100,44.4444444444444,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,45,4,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"100,000-500,000",2025,36-50 years,20.005238928520306,0.7468019057026812,1
WVS113,WVS7,W0 only,NA,NA,NA,NA,NA,100,100,100,NA,66.6666666666667,100,33.3333333333333,NA,50,57,4,3,Male,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",3249,50+ years,36.14853903095434,1.558985830598464,1
WVS114,WVS7,W0 only,81.48148148148148,81.48148148148148,NA,NA,100,77.7777777777778,66.6666666666667,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,37,4,0,Female,Single,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Niigata,"100,000-500,000",1369,36-50 years,3.7251189312361217,0,0
WVS115,WVS7,W0 only,48.14814814814815,48.14814814814815,NA,NA,33.3333333333333,100,44.4444444444444,44.4444444444444,NA,NA,NA,NA,66.6666666666667,100,20,4,0,Female,Single,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"20,000-100,000",400,18-35 years,20.005238928520306,0.7468019057026812,1
WVS116,WVS7,W0 only,74.07407407407408,74.07407407407408,NA,NA,100,22.2222222222222,22.2222222222222,100,77.77777777777777,100,100,66.6666666666667,0,100,40,5,3,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Niigata,"100,000-500,000",1600,36-50 years,3.7251189312361217,0,0
WVS117,WVS7,W0 only,NA,NA,NA,NA,NA,77.7777777777778,0,55.5555555555556,NA,NA,100,33.3333333333333,33.3333333333333,50,19,4,0,Female,Single,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"500,000 and more",361,18-35 years,6.721984934533568,0.4507839995545193,0
WVS118,WVS7,W0 only,72.22222222222223,72.22222222222223,NA,NA,66.6666666666667,66.6666666666667,77.7777777777778,88.8888888888889,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,47,3,1,Female,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kyushu and Okinawa,Fukuoka,"100,000-500,000",2209,36-50 years,12.794014037194945,0.486834628508179,0
WVS119,WVS7,W0 only,NA,NA,NA,NA,NA,100,44.4444444444444,44.4444444444444,NA,100,100,66.6666666666667,NA,100,52,3,1,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",2704,50+ years,36.14853903095434,1.558985830598464,1
WVS120,WVS7,W0 only,NA,NA,NA,NA,NA,44.4444444444444,44.4444444444444,44.4444444444444,NA,66.6666666666667,100,33.3333333333333,NA,100,69,2,2,Male,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Hokkaido,"500,000 and more",4761,50+ years,19.121029802393057,1.397232407982676,1
WVS121,WVS7,W0 only,42.592592592592595,42.592592592592595,NA,NA,33.3333333333333,44.4444444444444,55.5555555555556,55.5555555555556,NA,100,NA,66.6666666666667,NA,100,48,6,4,Male,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Ibaragi,"20,000-100,000",2304,36-50 years,5.859765351277237,0.31391600096128053,0
WVS122,WVS7,W0 only,NA,NA,NA,NA,NA,66.6666666666667,22.2222222222222,55.5555555555556,NA,NA,NA,33.3333333333333,33.3333333333333,100,18,4,0,Male,Single,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"100,000-500,000",324,18-35 years,13.288376142735677,0.612681277072854,1
WVS123,WVS7,W0 only,NA,NA,NA,NA,NA,44.4444444444444,100,44.4444444444444,NA,100,100,33.3333333333333,NA,100,53,NA,2,Male,Married,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"500,000 and more",2809,50+ years,1.981723009070236,0.027523930681531056,0
WVS124,WVS7,W0 only,NA,NA,NA,NA,NA,100,55.5555555555556,100,NA,NA,NA,NA,33.3333333333333,100,66,2,2,Female,Married,Primary or Junior high school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Shiga,"100,000-500,000",4356,50+ years,6.9326051739871675,0.07074086912231803,0
WVS125,WVS7,W0 only,62.96296296296296,62.96296296296296,NA,NA,66.6666666666667,44.4444444444444,44.4444444444444,88.8888888888889,52.77777777777778,100,0,0,66.6666666666667,100,49,4,2,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Mie,"100,000-500,000",2401,36-50 years,2.5420080960133404,0.05648906880029646,0
WVS126,WVS7,W0 only,NA,NA,NA,NA,33.3333333333333,NA,66.6666666666667,55.5555555555556,47.22222222222223,33.3333333333333,100,0,33.3333333333333,50,80,2,2,Female,Widowed,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Gifu,"20,000-100,000",6400,50+ years,7.580573920197782,0.35376011627589654,0
WVS127,WVS7,W0 only,72.22222222222223,72.22222222222223,NA,NA,66.6666666666667,88.8888888888889,55.5555555555556,88.8888888888889,63.888888888888886,100,100,0,33.3333333333333,50,40,5,3,Female,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Shikoku,Kagawa,"100,000-500,000",1600,36-50 years,2.946611607124065,0,0
WVS128,WVS7,W0 only,62.96296296296296,62.96296296296296,NA,NA,66.6666666666667,55.5555555555556,55.5555555555556,66.6666666666667,75,66.6666666666667,100,66.6666666666667,33.3333333333333,100,62,1,3,Male,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Kyushu and Okinawa,Fukuoka,"500,000 and more",3844,50+ years,12.794014037194945,0.486834628508179,0
WVS129,WVS7,W0 only,64.81481481481482,64.81481481481482,NA,NA,66.6666666666667,77.7777777777778,33.3333333333333,77.7777777777778,58.333333333333336,100,0,33.3333333333333,66.6666666666667,100,60,1,3,Male,Divorced,Vocational school/University-preparator,Once a month,NA,NA,NA,NA,NA,NA,NA,Chugoku,Yamaguchi,"100,000-500,000",3600,50+ years,2.756957779054423,0,0
WVS130,WVS7,W0 only,NA,NA,NA,NA,NA,88.8888888888889,44.4444444444444,44.4444444444444,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,35,6,4,Male,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"20,000-100,000",1225,18-35 years,6.721984934533568,0.4507839995545193,0
WVS131,WVS7,W0 only,42.592592592592595,42.592592592592595,NA,NA,33.3333333333333,66.6666666666667,0,88.8888888888889,NA,100,NA,66.6666666666667,33.3333333333333,50,35,5,3,Female,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"100,000-500,000",1225,18-35 years,14.002749630836599,0.6683130505626559,1
WVS132,WVS7,W0 only,74.07407407407408,74.07407407407408,NA,NA,66.6666666666667,44.4444444444444,100,100,NA,66.6666666666667,NA,33.3333333333333,33.3333333333333,50,61,1,4,Female,Widowed,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",3721,50+ years,13.521212877694081,0.6928403716352451,1
WVS133,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,NA,NA,NA,66.6666666666667,NA,33.3333333333333,33.3333333333333,50,51,2,0,Male,Single,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"20,000-100,000",2601,50+ years,1.981723009070236,0.027523930681531056,0
WVS134,WVS7,W0 only,70.37037037037038,70.37037037037038,NA,NA,66.6666666666667,77.7777777777778,55.5555555555556,88.8888888888889,36.111111111111114,33.3333333333333,0,33.3333333333333,33.3333333333333,100,42,4,0,Female,Divorced,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Hokkaido,"20,000-100,000",1764,36-50 years,19.121029802393057,1.397232407982676,1
WVS135,WVS7,W0 only,57.40740740740741,57.40740740740741,NA,NA,66.6666666666667,55.5555555555556,22.2222222222222,66.6666666666667,75,100,100,33.3333333333333,66.6666666666667,50,60,3,3,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Mie,"100,000-500,000",3600,50+ years,2.5420080960133404,0.05648906880029646,0
WVS136,WVS7,W0 only,81.48148148148148,81.48148148148148,NA,NA,100,100,44.4444444444444,44.4444444444444,NA,33.3333333333333,0,33.3333333333333,NA,100,42,5,1,Female,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"100,000-500,000",1764,36-50 years,13.288376142735677,0.612681277072854,1
WVS137,WVS7,W0 only,50,50,NA,NA,66.6666666666667,22.2222222222222,33.3333333333333,44.4444444444444,NA,66.6666666666667,NA,33.3333333333333,33.3333333333333,100,67,2,2,Female,Married,High school,Once a month,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"500,000 and more",4489,50+ years,14.002749630836599,0.6683130505626559,1
WVS138,WVS7,W0 only,NA,NA,NA,NA,NA,44.4444444444444,0,44.4444444444444,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,35,5,3,Female,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Gifu,"20,000-100,000",1225,18-35 years,7.580573920197782,0.35376011627589654,0
WVS139,WVS7,W0 only,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,33.3333333333333,50,47,1,3,Female,Living together as married,Primary or Junior high school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"100,000-500,000",2209,36-50 years,20.005238928520306,0.7468019057026812,1
WVS140,WVS7,W0 only,NA,NA,NA,NA,NA,77.7777777777778,NA,NA,63.888888888888886,100,100,0,33.3333333333333,50,36,3,1,Male,Married,University-level education,Once a year,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Hokkaido,"20,000-100,000",1296,36-50 years,19.121029802393057,1.397232407982676,1
